time step, number of clusters, number of active clusters, number of cells, number of particles, number of tokens, total internal energy, total kinetic energy
2, 1304, 9, 39393, 0, 9, 4.01433e+06, 0.0542622
84, 1271, 9, 39364, 55, 9, 4.01433e+06, 0.0680896
174, 1272, 10, 39365, 81, 10, 4.01433e+06, 0.0677492
272, 1275, 10, 39357, 96, 10, 4.01433e+06, 0.0752322
366, 1278, 11, 39351, 115, 11, 4.01433e+06, 0.0930178
460, 1280, 10, 39340, 114, 10, 4.01433e+06, 0.106552
554, 1281, 10, 39338, 101, 10, 4.01433e+06, 0.113488
651, 1281, 10, 39336, 104, 10, 4.01433e+06, 0.130333
746, 1280, 10, 39333, 96, 10, 4.01433e+06, 0.138064
840, 1282, 11, 39332, 119, 11, 4.01433e+06, 0.150422
935, 1282, 11, 39331, 115, 11, 4.01433e+06, 0.17038
1003, 1282, 11, 39332, 138, 11, 4.01433e+06, 0.182463
1032, 1282, 11, 39328, 143, 11, 4.01433e+06, 0.185504
1128, 1285, 12, 39317, 152, 12, 4.01433e+06, 0.204272
1222, 1284, 12, 39307, 149, 12, 4.01433e+06, 0.231211
1319, 1285, 12, 39304, 150, 12, 4.01433e+06, 0.260953
1414, 1286, 12, 39301, 142, 12, 4.01433e+06, 0.293826
1508, 1287, 12, 39293, 151, 12, 4.01433e+06, 0.326086
1603, 1286, 12, 39289, 137, 12, 4.01433e+06, 0.366395
1700, 1289, 13, 39282, 168, 13, 4.01433e+06, 0.401685
1794, 1289, 13, 39278, 149, 13, 4.01433e+06, 0.441061
1889, 1290, 13, 39275, 172, 13, 4.01433e+06, 0.477041
1987, 1291, 13, 39251, 166, 13, 4.01433e+06, 0.523185
2002, 1291, 13, 39250, 171, 13, 4.01433e+06, 0.529625
2082, 1290, 13, 39240, 171, 13, 4.01433e+06, 0.549122
2177, 1292, 13, 39217, 158, 13, 4.01433e+06, 0.583386
2271, 1290, 13, 39203, 161, 13, 4.01433e+06, 0.623914
2369, 1292, 13, 39187, 159, 13, 4.01433e+06, 0.668739
2464, 1292, 13, 39166, 167, 13, 4.01433e+06, 0.694519
2559, 1295, 13, 39140, 176, 13, 4.01433e+06, 0.722031
2654, 1297, 14, 39092, 165, 14, 4.01433e+06, 0.737155
2750, 1303, 14, 39069, 167, 14, 4.01433e+06, 0.719067
2845, 1305, 14, 39034, 172, 14, 4.01433e+06, 0.724232
2940, 1304, 13, 38994, 172, 13, 4.01433e+06, 0.729688
3001, 1306, 13, 38972, 166, 13, 4.01433e+06, 0.727867
3037, 1303, 13, 38965, 166, 13, 4.01433e+06, 0.727532
3132, 1300, 13, 38938, 172, 13, 4.01433e+06, 0.743169
3227, 1298, 14, 38927, 187, 14, 4.01433e+06, 0.769601
3321, 1299, 14, 38909, 189, 14, 4.01433e+06, 0.790162
3419, 1303, 14, 38883, 194, 14, 4.01433e+06, 0.815984
3514, 1300, 14, 38863, 216, 14, 4.01433e+06, 0.834011
3608, 1305, 16, 38821, 237, 16, 4.01433e+06, 0.852065
3703, 1309, 16, 38804, 212, 16, 4.01433e+06, 0.879045
3797, 1318, 17, 38780, 210, 17, 4.01433e+06, 0.912277
3895, 1323, 17, 38745, 204, 17, 4.01433e+06, 0.943483
3990, 1326, 18, 38734, 209, 18, 4.01433e+06, 0.96944
4003, 1326, 18, 38733, 206, 18, 4.01433e+06, 0.976702
4089, 1328, 18, 38714, 193, 18, 4.01433e+06, 1.00451
4184, 1326, 18, 38696, 195, 18, 4.01433e+06, 1.04437
4278, 1331, 20, 38665, 199, 20, 4.01433e+06, 1.08127
4372, 1331, 21, 38625, 208, 21, 4.01433e+06, 1.10449
4467, 1341, 21, 38574, 227, 21, 4.01433e+06, 1.11799
4564, 1343, 21, 38521, 214, 21, 4.01433e+06, 1.13182
4660, 1344, 22, 38494, 229, 22, 4.01433e+06, 1.15245
4755, 1341, 22, 38473, 250, 22, 4.01433e+06, 1.17048
4851, 1340, 23, 38459, 253, 23, 4.01433e+06, 1.19341
4906, 1342, 25, 38449, 254, 25, 4.01433e+06, 1.2067
4938, 1342, 23, 38443, 245, 23, 4.01433e+06, 1.21437
5003, 1344, 23, 38409, 261, 23, 4.01433e+06, 1.23694
5032, 1349, 22, 38394, 254, 22, 4.01433e+06, 1.24973
5127, 1351, 22, 38347, 247, 22, 4.01433e+06, 1.2958
5223, 1356, 23, 38322, 251, 23, 4.01433e+06, 1.32998
5320, 1354, 23, 38288, 276, 23, 4.01433e+06, 1.36221
5330, 1358, 23, 38285, 284, 23, 4.01433e+06, 1.36619
5358, 1361, 24, 38281, 273, 24, 4.01433e+06, 1.37907
5442, 1363, 25, 38255, 274, 25, 4.01433e+06, 1.40924
5538, 1362, 25, 38232, 296, 25, 4.01433e+06, 1.45466
5636, 1367, 25, 38200, 290, 25, 4.01433e+06, 1.50381
5731, 1371, 26, 38172, 285, 26, 4.01433e+06, 1.54429
5826, 1378, 28, 38145, 331, 28, 4.01433e+06, 1.60282
5922, 1385, 28, 38128, 323, 28, 4.01433e+06, 1.66861
6001, 1384, 29, 38103, 316, 29, 4.01433e+06, 1.69779
6020, 1381, 29, 38097, 317, 29, 4.01433e+06, 1.70627
6116, 1382, 29, 38080, 339, 29, 4.01433e+06, 1.77427
6211, 1385, 29, 38050, 355, 29, 4.01433e+06, 1.83651
6309, 1394, 32, 38022, 357, 32, 4.01433e+06, 1.90424
6404, 1393, 32, 37977, 383, 32, 4.01433e+06, 1.96711
6499, 1390, 32, 37957, 385, 32, 4.01433e+06, 2.0222
6597, 1393, 33, 37922, 420, 33, 4.01433e+06, 2.07223
6693, 1396, 33, 37861, 421, 33, 4.01433e+06, 2.15338
6788, 1396, 33, 37827, 444, 33, 4.01433e+06, 2.2331
6886, 1401, 35, 37799, 450, 35, 4.01433e+06, 2.32422
6982, 1402, 36, 37762, 446, 36, 4.01433e+06, 2.42809
7002, 1397, 36, 37755, 449, 36, 4.01433e+06, 2.44522
7077, 1402, 39, 37746, 471, 39, 4.01433e+06, 2.52999
7172, 1398, 39, 37721, 499, 39, 4.01433e+06, 2.60977
7268, 1400, 39, 37711, 527, 39, 4.01433e+06, 2.68859
7363, 1406, 40, 37707, 562, 40, 4.01433e+06, 2.77173
7460, 1400, 40, 37690, 579, 40, 4.01433e+06, 2.8901
7556, 1399, 40, 37673, 589, 40, 4.01433e+06, 3.03415
7654, 1404, 40, 37641, 577, 40, 4.01433e+06, 3.14585
7749, 1410, 42, 37609, 584, 42, 4.01433e+06, 3.21089
7843, 1416, 44, 37590, 644, 44, 4.01433e+06, 3.30176
7939, 1422, 45, 37568, 683, 45, 4.01433e+06, 3.40922
8002, 1419, 45, 37545, 711, 45, 4.01433e+06, 3.48389
8035, 1424, 45, 37533, 706, 45, 4.01433e+06, 3.53103
8132, 1419, 47, 37498, 747, 47, 4.01433e+06, 3.6713
8226, 1422, 50, 37478, 711, 50, 4.01433e+06, 3.81892
8324, 1419, 51, 37439, 720, 51, 4.01433e+06, 3.94666
8419, 1420, 52, 37413, 773, 52, 4.01433e+06, 4.09285
8514, 1430, 53, 37374, 802, 53, 4.01433e+06, 4.22376
8608, 1431, 53, 37341, 807, 53, 4.01433e+06, 4.36598
8702, 1440, 54, 37327, 755, 54, 4.01433e+06, 4.48851
8799, 1444, 54, 37312, 812, 54, 4.01433e+06, 4.64128
8895, 1450, 55, 37288, 812, 55, 4.01432e+06, 4.81466
8991, 1456, 55, 37255, 804, 55, 4.01432e+06, 4.98773
9002, 1455, 55, 37254, 802, 55, 4.01432e+06, 5.00338
9087, 1464, 56, 37220, 804, 56, 4.01432e+06, 5.13414
9184, 1470, 56, 37183, 797, 56, 4.01432e+06, 5.29779
9280, 1469, 56, 37137, 841, 56, 4.01432e+06, 5.4212
9378, 1471, 57, 37104, 842, 57, 4.01432e+06, 5.60114
9474, 1465, 58, 37095, 881, 58, 4.01432e+06, 5.73133
9570, 1468, 59, 37079, 860, 59, 4.01432e+06, 5.85676
9665, 1474, 62, 37064, 902, 62, 4.01432e+06, 6.0348
9760, 1478, 64, 37041, 922, 64, 4.01432e+06, 6.18625
9832, 1483, 64, 37030, 928, 64, 4.01432e+06, 6.29782
9909, 1485, 64, 37029, 932, 64, 4.01432e+06, 6.38801
9965, 1488, 64, 37012, 950, 64, 4.01432e+06, 6.41671
10002, 1487, 64, 37008, 931, 64, 4.01432e+06, 6.46461
10044, 1489, 66, 36998, 975, 66, 4.01432e+06, 6.51956
10126, 1493, 66, 36985, 978, 66, 4.01432e+06, 6.63432
10179, 1498, 68, 36982, 989, 68, 4.01432e+06, 6.69113
10269, 1503, 68, 36953, 1023, 68, 4.01432e+06, 6.81794
10364, 1514, 69, 36909, 1084, 69, 4.01432e+06, 7.03483
10461, 1516, 73, 36888, 1145, 73, 4.01432e+06, 7.1555
10556, 1515, 73, 36877, 1182, 73, 4.01432e+06, 7.39607
10655, 1520, 74, 36852, 1217, 74, 4.01432e+06, 7.61694
10750, 1529, 77, 36835, 1220, 77, 4.01432e+06, 7.82235
10844, 1536, 77, 36814, 1209, 77, 4.01432e+06, 8.03706
10938, 1536, 77, 36792, 1159, 77, 4.01432e+06, 8.24336
11002, 1534, 78, 36780, 1165, 78, 4.01432e+06, 8.40368
11034, 1539, 79, 36774, 1180, 79, 4.01432e+06, 8.47574
11128, 1543, 80, 36760, 1222, 80, 4.01432e+06, 8.68495
11221, 1549, 81, 36727, 1283, 81, 4.01432e+06, 8.92024
11315, 1555, 85, 36699, 1296, 85, 4.01432e+06, 9.15868
11413, 1553, 85, 36696, 1283, 85, 4.01432e+06, 9.41754
11506, 1554, 86, 36683, 1298, 86, 4.01432e+06, 9.67432
11600, 1560, 87, 36663, 1335, 87, 4.01432e+06, 9.93876
11693, 1570, 91, 36655, 1406, 91, 4.01432e+06, 10.1852
11789, 1579, 93, 36631, 1409, 93, 4.01432e+06, 10.4692
11882, 1588, 95, 36601, 1388, 95, 4.01432e+06, 10.6682
11975, 1592, 95, 36585, 1384, 95, 4.01432e+06, 10.7728
12003, 1592, 97, 36579, 1419, 97, 4.01432e+06, 10.7373
12067, 1599, 99, 36574, 1448, 99, 4.01432e+06, 10.8667
12163, 1601, 102, 36559, 1492, 102, 4.01432e+06, 11.0042
12256, 1601, 105, 36550, 1551, 105, 4.01432e+06, 11.0618
12348, 1615, 107, 36548, 1574, 107, 4.01432e+06, 11.0571
12441, 1622, 110, 36534, 1590, 110, 4.01432e+06, 11.2452
12536, 1637, 114, 36515, 1622, 114, 4.01432e+06, 11.4647
12628, 1645, 117, 36496, 1660, 117, 4.01432e+06, 11.5742
12718, 1657, 120, 36482, 1641, 120, 4.01432e+06, 11.8242
12810, 1658, 120, 36462, 1635, 120, 4.01432e+06, 11.9835
12900, 1670, 125, 36448, 1624, 125, 4.01432e+06, 12.2818
12990, 1679, 128, 36414, 1730, 128, 4.01432e+06, 12.5291
13003, 1677, 128, 36412, 1732, 128, 4.01432e+06, 12.4957
13079, 1684, 131, 36391, 1743, 131, 4.01432e+06, 12.7057
13167, 1683, 137, 36378, 1738, 137, 4.01432e+06, 12.9354
13255, 1702, 137, 36372, 1735, 137, 4.01432e+06, 13.1233
13342, 1714, 141, 36344, 1786, 141, 4.01432e+06, 13.2057
13431, 1728, 149, 36325, 1797, 149, 4.01432e+06, 13.3436
13521, 1737, 148, 36304, 1809, 148, 4.01432e+06, 13.3834
13609, 1753, 152, 36296, 1825, 152, 4.01432e+06, 13.6284
13696, 1762, 157, 36264, 1880, 157, 4.01422e+06, 13.858
13785, 1782, 166, 36224, 1952, 166, 4.01422e+06, 14.0556
13870, 1795, 169, 36169, 1956, 169, 4.01422e+06, 14.299
13956, 1801, 173, 36137, 2054, 173, 4.01422e+06, 14.5838
14003, 1809, 176, 36111, 2119, 176, 4.01422e+06, 14.7128
14043, 1818, 178, 36106, 2120, 178, 4.01422e+06, 14.8832
14122, 1837, 187, 36095, 2119, 187, 4.01422e+06, 15.2008
14202, 1854, 191, 36054, 2206, 191, 4.01422e+06, 15.4594
14281, 1857, 201, 36045, 2238, 201, 4.01422e+06, 15.7361
14363, 1875, 204, 36027, 2322, 204, 4.01422e+06, 16.0534
14442, 1901, 207, 36011, 2326, 207, 4.01422e+06, 16.3975
14519, 1919, 211, 35976, 2359, 211, 4.01422e+06, 16.5392
14599, 1933, 215, 35944, 2331, 215, 4.01422e+06, 16.6905
14678, 1941, 220, 35919, 2395, 220, 4.01422e+06, 17.0249
14756, 1948, 225, 35905, 2436, 225, 4.01421e+06, 17.3405
14796, 1958, 225, 35885, 2413, 225, 4.01421e+06, 17.4864
14871, 1975, 231, 35858, 2456, 231, 4.01421e+06, 17.6349
14947, 1986, 234, 35823, 2445, 234, 4.01421e+06, 17.6812
15002, 1997, 239, 35823, 2549, 239, 4.01421e+06, 17.8964
15025, 1994, 244, 35812, 2575, 244, 4.01421e+06, 17.9595
15099, 2011, 249, 35809, 2578, 249, 4.01421e+06, 18.3097
15166, 2023, 255, 35810, 2677, 255, 4.01421e+06, 18.6223
15198, 2027, 259, 35809, 2710, 259, 4.01421e+06, 18.7432
15268, 2046, 264, 35773, 2722, 264, 4.01421e+06, 18.984
15342, 2069, 265, 35734, 2750, 265, 4.01421e+06, 19.2081
15416, 2090, 271, 35680, 2765, 271, 4.01421e+06, 19.2839
15492, 2101, 277, 35633, 2830, 277, 4.01421e+06, 19.4311
15565, 2119, 285, 35619, 2817, 285, 4.01421e+06, 19.6928
15639, 2138, 289, 35568, 2783, 289, 4.01421e+06, 19.9632
15714, 2166, 300, 35546, 2798, 300, 4.01421e+06, 20.2311
15786, 2175, 311, 35518, 2903, 311, 4.01421e+06, 20.4671
15857, 2196, 318, 35503, 2961, 318, 4.01421e+06, 20.6867
15929, 2228, 325, 35476, 3028, 325, 4.01421e+06, 20.8043
16002, 2249, 329, 35447, 3142, 329, 4.01421e+06, 20.8161
16073, 2277, 334, 35430, 3193, 334, 4.01421e+06, 21.017
16143, 2289, 339, 35381, 3096, 339, 4.01421e+06, 21.1111
16214, 2313, 347, 35344, 3191, 347, 4.01421e+06, 21.3692
16285, 2355, 356, 35334, 3064, 356, 4.01421e+06, 21.5461
16352, 2371, 366, 35298, 3164, 366, 4.01421e+06, 21.6537
16420, 2402, 375, 35285, 3207, 375, 4.01421e+06, 21.7993
16490, 2409, 375, 35215, 3352, 375, 4.01421e+06, 21.9045
16557, 2416, 384, 35154, 3370, 384, 4.01421e+06, 21.9496
16625, 2437, 398, 35143, 3466, 398, 4.01421e+06, 22.0325
16693, 2462, 408, 35081, 3501, 408, 4.01421e+06, 22.0484
16758, 2517, 423, 35065, 3588, 423, 4.01421e+06, 22.0671
16823, 2534, 432, 35029, 3687, 432, 4.01421e+06, 22.0721
16887, 2568, 449, 34969, 3711, 449, 4.01421e+06, 22.1432
16952, 2593, 453, 34906, 3860, 453, 4.01421e+06, 22.1653
17002, 2617, 467, 34859, 3859, 467, 4.01421e+06, 22.2722
17017, 2613, 468, 34833, 3839, 468, 4.01421e+06, 22.3125
17081, 2637, 477, 34756, 3921, 477, 4.01421e+06, 22.4336
17145, 2653, 487, 34727, 3883, 487, 4.01421e+06, 22.6503
17209, 2672, 487, 34654, 3970, 487, 4.01421e+06, 22.7327
17275, 2709, 503, 34601, 4001, 503, 4.01421e+06, 22.866
17338, 2738, 514, 34544, 4110, 514, 4.01421e+06, 23.0031
17404, 2773, 525, 34537, 4067, 525, 4.01421e+06, 23.0318
17466, 2808, 536, 34519, 4108, 536, 4.01421e+06, 23.1417
17527, 2845, 548, 34503, 4251, 548, 4.01421e+06, 23.3645
17588, 2890, 557, 34427, 4452, 557, 4.01421e+06, 23.5523
17651, 2944, 572, 34379, 4569, 572, 4.01421e+06, 23.7636
17710, 2948, 574, 34333, 4518, 574, 4.01421e+06, 23.9122
17772, 3017, 598, 34338, 4546, 598, 4.01421e+06, 24.1272
17832, 3037, 599, 34263, 4692, 599, 4.01421e+06, 24.3062
17894, 3082, 611, 34229, 4841, 611, 4.01421e+06, 24.5726
17954, 3099, 627, 34176, 4925, 627, 4.01421e+06, 24.7155
18002, 3171, 649, 34199, 4890, 649, 4.01421e+06, 24.8168
18012, 3185, 652, 34223, 4756, 652, 4.01421e+06, 24.8382
18071, 3192, 662, 34160, 4990, 662, 4.01421e+06, 24.9449
18130, 3233, 675, 34139, 4948, 675, 4.01421e+06, 25.1452
18188, 3250, 684, 34022, 5323, 684, 4.01421e+06, 25.1362
18246, 3305, 706, 34020, 5243, 706, 4.01421e+06, 25.203
18304, 3333, 725, 33930, 5318, 725, 4.01421e+06, 25.1663
18362, 3341, 734, 33905, 5476, 734, 4.01421e+06, 25.2488
18418, 3391, 748, 33887, 5454, 748, 4.01421e+06, 25.5231
18476, 3418, 755, 33823, 5561, 755, 4.01421e+06, 25.6158
18534, 3442, 773, 33773, 5511, 773, 4.01421e+06, 25.591
18589, 3481, 788, 33692, 5527, 788, 4.01421e+06, 25.7996
18645, 3483, 797, 33630, 5625, 797, 4.01421e+06, 25.9248
18700, 3508, 804, 33541, 5833, 804, 4.0142e+06, 26.1245
18757, 3549, 824, 33530, 5987, 824, 4.0142e+06, 26.386
18811, 3586, 846, 33498, 5986, 846, 4.0142e+06, 26.5917
18865, 3604, 859, 33447, 6033, 859, 4.0142e+06, 26.6723
18921, 3650, 870, 33370, 6191, 870, 4.0142e+06, 26.8657
18975, 3701, 888, 33336, 6234, 888, 4.0142e+06, 27.1513
19001, 3711, 891, 33309, 6374, 891, 4.0142e+06, 27.2146
19028, 3744, 899, 33287, 6327, 899, 4.0142e+06, 27.2806
19081, 3785, 918, 33255, 6354, 918, 4.0142e+06, 27.2887
19136, 3792, 921, 33101, 6618, 921, 4.0142e+06, 27.3466
19189, 3836, 930, 33125, 6519, 930, 4.0142e+06, 27.5177
19242, 3917, 948, 33080, 6541, 948, 4.0142e+06, 27.6823
19293, 3960, 966, 33018, 6560, 966, 4.0142e+06, 27.677
19346, 4001, 972, 32945, 6842, 972, 4.0142e+06, 27.7928
19397, 4015, 985, 32929, 6874, 985, 4.0142e+06, 27.6947
19449, 4059, 994, 32858, 6786, 994, 4.0142e+06, 27.8345
19500, 4077, 1010, 32798, 6888, 1010, 4.0142e+06, 27.9404
19553, 4083, 1015, 32664, 6984, 1015, 4.0142e+06, 27.9662
19604, 4120, 1028, 32633, 7030, 1028, 4.0142e+06, 28.1498
19655, 4169, 1036, 32511, 7063, 1036, 4.01415e+06, 27.9956
19707, 4172, 1059, 32458, 7103, 1059, 4.01415e+06, 28.0557
19758, 4195, 1081, 32422, 7201, 1081, 4.01415e+06, 28.0991
19807, 4227, 1096, 32405, 7213, 1096, 4.01415e+06, 28.222
19857, 4257, 1122, 32332, 7236, 1122, 4.01415e+06, 28.1707
19908, 4294, 1134, 32294, 7421, 1134, 4.01415e+06, 28.3042
19917, 4301, 1140, 32283, 7404, 1140, 4.01415e+06, 28.3292
19954, 4313, 1149, 32282, 7387, 1149, 4.0141e+06, 28.4704
20000, 4316, 1160, 32200, 7605, 1160, 4.0141e+06, 28.5467
20001, 4330, 1172, 32237, 7410, 1172, 4.0141e+06, 28.5344
20049, 4368, 1187, 32226, 7419, 1187, 4.0141e+06, 28.7325
20099, 4377, 1185, 32072, 7872, 1185, 4.0141e+06, 28.9016
20148, 4426, 1202, 32050, 7656, 1202, 4.0141e+06, 29.0287
20196, 4431, 1220, 31995, 7564, 1220, 4.0141e+06, 29.1142
20245, 4449, 1228, 31982, 7852, 1228, 4.0141e+06, 29.2763
20293, 4467, 1233, 31966, 7822, 1233, 4.0141e+06, 29.3955
20343, 4495, 1248, 31902, 7874, 1248, 4.0141e+06, 29.4522
20390, 4507, 1253, 31844, 8237, 1253, 4.0141e+06, 29.5712
20438, 4532, 1269, 31823, 8328, 1269, 4.0141e+06, 29.7711
20484, 4581, 1290, 31842, 8196, 1290, 4.0141e+06, 29.8742
20534, 4613, 1296, 31794, 8256, 1296, 4.0141e+06, 29.7644
20581, 4627, 1312, 31747, 8271, 1312, 4.0141e+06, 29.8257
20628, 4635, 1324, 31700, 8441, 1324, 4.0141e+06, 29.8552
20675, 4628, 1335, 31602, 8650, 1335, 4.0141e+06, 30.0648
20723, 4645, 1353, 31593, 8721, 1353, 4.0141e+06, 30.2387
20770, 4681, 1362, 31620, 8548, 1362, 4.0141e+06, 30.2005
20816, 4692, 1371, 31531, 8755, 1371, 4.0141e+06, 30.0265
20862, 4770, 1387, 31536, 8585, 1387, 4.0141e+06, 30.0775
20910, 4785, 1398, 31428, 8777, 1398, 4.0141e+06, 30.1152
20956, 4840, 1396, 31387, 8669, 1396, 4.0141e+06, 30.1242
21002, 4853, 1411, 31306, 9044, 1411, 4.0141e+06, 30.153
21047, 4880, 1425, 31278, 9113, 1425, 4.0141e+06, 30.1567
21094, 4923, 1441, 31266, 8929, 1441, 4.0141e+06, 30.2129
21139, 4944, 1448, 31172, 9043, 1448, 4.0141e+06, 30.2686
21185, 4976, 1460, 31154, 9301, 1460, 4.0141e+06, 30.3829
21231, 5041, 1479, 31189, 9116, 1479, 4.0141e+06, 30.3989
21275, 5054, 1477, 31093, 9438, 1477, 4.0141e+06, 30.4283
21319, 5098, 1500, 31087, 9257, 1500, 4.0141e+06, 30.6219
21365, 5086, 1512, 30981, 9648, 1512, 4.01403e+06, nan
21409, 5121, 1517, 30957, 9391, 1517, 4.01403e+06, nan
21453, 5187, 1527, 30899, 9399, 1527, 4.01403e+06, nan
21497, 5205, 1546, 30841, 9769, 1546, 4.01403e+06, nan
21540, 5230, 1567, 30854, 9533, 1567, 4.01403e+06, nan
21585, 5250, 1580, 30815, 9732, 1580, 4.01403e+06, nan
21628, 5282, 1580, 30797, 9690, 1580, 4.01403e+06, nan
21671, 5302, 1582, 30739, 10048, 1582, 4.01403e+06, nan
21716, 5310, 1595, 30726, 9971, 1595, 4.01403e+06, nan
21759, 5361, 1620, 30732, 9782, 1620, 4.01403e+06, nan
21801, 5375, 1611, 30635, 9946, 1611, 4.01403e+06, nan
21844, 5416, 1619, 30584, 9869, 1619, 4.01403e+06, nan
21888, 5469, 1641, 30576, 9849, 1641, 4.01403e+06, nan
21930, 5499, 1669, 30568, 10019, 1669, 4.01403e+06, nan
21973, 5491, 1676, 30523, 10171, 1676, 4.01403e+06, nan
22002, 5518, 1690, 30514, 10119, 1690, 4.01403e+06, nan
22015, 5530, 1694, 30460, 10177, 1694, 4.01403e+06, nan
22057, 5560, 1720, 30427, 10300, 1720, 4.01403e+06, nan
22099, 5548, 1719, 30373, 10441, 1719, 4.01403e+06, nan
22141, 5593, 1731, 30335, 10602, 1731, 4.01403e+06, nan
22184, 5614, 1737, 30265, 10837, 1737, 4.01403e+06, nan
22224, 5630, 1765, 30281, 10668, 1765, 4.01403e+06, nan
22265, 5690, 1763, 30196, 10869, 1763, 4.01403e+06, nan
22306, 5754, 1782, 30188, 10678, 1782, 4.01403e+06, nan
22348, 5765, 1798, 30264, 10762, 1798, 4.01403e+06, nan
22388, 5786, 1803, 30132, 11093, 1803, 4.01403e+06, nan
22428, 5813, 1827, 30093, 10874, 1827, 4.01399e+06, nan
22469, 5813, 1821, 30012, 11199, 1821, 4.01399e+06, nan
22511, 5827, 1833, 29967, 11239, 1833, 4.01399e+06, nan
22552, 5821, 1845, 29949, 11037, 1845, 4.01399e+06, nan
22593, 5808, 1853, 29885, 11197, 1853, 4.01399e+06, nan
22634, 5822, 1865, 29796, 11484, 1865, 4.01399e+06, nan
22674, 5837, 1892, 29841, 11247, 1892, 4.01399e+06, nan
22714, 5849, 1886, 29876, 11348, 1886, 4.01399e+06, nan
22754, 5845, 1889, 29750, 11614, 1889, 4.01399e+06, nan
22795, 5889, 1903, 29772, 11536, 1903, 4.01399e+06, nan
22834, 5897, 1904, 29757, 11346, 1904, 4.01399e+06, nan
22874, 5919, 1910, 29715, 11624, 1910, 4.01399e+06, nan
22915, 5951, 1940, 29690, 11381, 1940, 4.01399e+06, nan
22954, 5966, 1950, 29693, 11540, 1950, 4.01399e+06, nan
22993, 6007, 1969, 29644, 11641, 1969, 4.01399e+06, nan
23001, 6027, 1972, 29646, 11646, 1972, 4.01399e+06, nan
23032, 6025, 1981, 29633, 11731, 1981, 4.01399e+06, nan
23072, 6039, 1979, 29640, 12028, 1979, 4.01399e+06, nan
